Title,Description,Alert Type,Alert Expires,Search 
Search for evidence of PowerShell PrintNightmare module (30 days),"This Splunk search query searches for events from Windows Event Logs that match certain criteria in the ""test_windows"" and ""prod_windows"" indexes. Specifically, it looks for events with EventCode 4688 or 592, and the events must also contain one of the following strings:

""Invoke-Nightmare""
""-DLL"" and ""*.dll""
""-DriverName"" and ""-NewUser""
The query is using boolean operators (AND and OR) to combine these criteria. The search results will include events that meet all of these conditions.

In summary, this query is searching for specific events in the Windows Event Logs that could be indicative of suspicious activity, such as the loading of a malicious DLL or the creation of a new user account via a driver.",Always,24h,"index IN (test_windows, prod_windows) source=""WinEventLog*"" (EventCode=4688 OR EventCode=592) AND 
((""*Invoke-Nightmare*"") OR (""*-DLL*"" AND ""*.dll"") OR (""*-DriverName*"" AND ""*-NewUser*""))"
Search for evidence of Rundll32.exe PrintNightmare module (30 days),"The Splunk search query you provided searches for events in the WinEventLog logs in both the test_windows and prod_windows indexes that contain the specified EventCodes (either 4688 or 592) and have both New_Process_Name and Creator_Process_Name fields with specific values. Specifically, it searches for events that have rundll32.exe in the New_Process_Name field and spoolsv.exe in the Creator_Process_Name field.

To break it down further, the query:

Searches in two indexes, test_windows and prod_windows, specified using the IN operator
Limits the search to events in logs whose source begins with ""WinEventLog"" using the source field
Filters for events with either EventCode=4688 or EventCode=592 using the OR operator
Filters for events with rundll32.exe in the New_Process_Name field using the =* operator, which means that New_Process_Name can contain any value before rundll32.exe
Filters for events with spoolsv.exe in the Creator_Process_Name field using the =* operator, which means that Creator_Process_Name can contain any value before spoolsv.exe
Overall, this search query is looking for Windows process creation events where rundll32.exe was launched by spoolsv.exe.",Always,24h,"index IN (test_windows, prod_windows) source=WinEventLog* (EventCode=4688 OR EventCode=592) New_Process_Name=*rundll32.exe Creator_Process_Name=*spoolsv.exe"
Search for Hashes,"This is a Splunk search query which searches for events in two indexes prod_windows and prod_sophos_onprem with a specific set of sourcetype values (WinEventLog) and event IDs (ed9aa858ba2c4671ca373496a4dd05d4, 71759cca8c700646b4976b19b9abd6fe, 3ba4c71c6b087e6d06d668bb22a5b59a, and so on).

The query is looking for specific events or logs that match the criteria provided. Each log event in the specified indexes will be evaluated to check if they contain any of the specified event IDs. If a match is found, that event will be included in the search results.",Always,24h,index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog ed9aa858ba2c4671ca373496a4dd05d4 OR 71759cca8c700646b4976b19b9abd6fe OR 3ba4c71c6b087e6d06d668bb22a5b59a OR d5e974a3386fc99d2932756ca165a451 OR f4d46629ca15313b94992f3798718df7 OR 118cfa75e386ed45bec297f8865de671 OR 53648bf8f0121130edb42c626d7c2fc4 OR 1bb267c96ec2925f6ae3716d831671cf OR 0812ce08a75e5fc774a114436e88cd06 OR 927f0a1090255bc724953e1f5a09a070 OR 145735911e9c8bafa4c9c1d7397199fc OR 551c5b3595e9fc1081b5e1f10e3c1a59 OR f3fcb306cb93489f999e00a7ef63536b OR 0ecfa51cd4bf1a9841a07bdb5bfcd0ab OR 4d30612a928faf7643b14bd85d8433cc OR df1e7a42c92ecb01290d896dca4e5faa OR 3b1b8702c4d3e2e194c4cc8f09a57d06 OR ef3a6978c7d454f9f6316f2d267f108d OR 33c2e887c3d337eeffbbd8745bfdfc8f OR bf4a822f04193b953689e277a9e1f4f1 OR 6e710f6f02fdde1e4adf06935a296fd8 OR 38917e8aa02b58b09401383115ab549e OR 67220baf2a415876bee2d43c11f6e9ad OR 3bf9b83e00544ac383aaef795e3ded78 OR 159ad2afcab80e83397388e495d215a5 OR 21ec5f03aab696f0a239c6ea5e50c014 OR b5874eb1119327be51ae03adcbf4d3e0 OR 8b378eabcec13c3c925cc7ca4d191f5f OR 5b387a9130e9b9782ca4c225c8e641b3 OR 25c8e057864126e6648c34581e7b4f20 OR 62eae43a36cbc4ed935d8df007f5650b OR 8d74112c97e98fef4c5d77200f34e4f2 OR b5648f5e115da778615dfd0dc772b647 OR eef723ff0b5c0b10d391955250f781b3 OR d1a99087fa3793fbc4d0adb26e87efce OR d63bb2c5cd4cfbe8fabf1640b569
Search for IPS 30 days,"This Splunk search query is searching for events from three different indexes (prod_checkpoint, prod_cisco_asa, prod_cisco_ise) where the source IP address is one of the IP addresses listed in the parentheses.

The search results will be presented in a table that includes the following fields: category, sourcetype, index, url, user, cs_host, c_ip, time, date, action, dest, dvc, and site.

The table command in the query specifies that the results will be displayed in a tabular format. The fields listed after the table command indicate which fields should be included in the output.

Overall, this search query is looking for events from specific indexes and IP addresses and presenting specific fields in a tabular format for further analysis.",Always,24h,"index=prod_checkpoint OR index=prod_cisco_asa OR index=prod_cisco_ise (198.54.117.200 OR 198.54.117.198 OR 198.54.117.199 OR 198.54.117.197 OR 104.193.252.197 OR 162.244.81.253 OR 185.180.197.86 OR 81.91.177.54 OR 185.117.119.87) 
| table category sourcetype index url user cs_host c_ip time date action dest dvc site"
Search for lateral movement Indicators with ConDrv (30d),"This is a Splunk search query that retrieves web activity data from a data model called ""Web"". The query performs the following actions:

Uses the ""tstats"" command to summarize the data and retrieve specific field values from the ""Web"" data model.
Filters the data by only including events where the ""Web.dest"" field matches one of the IP addresses in the provided list.
Groups the summarized data by the ""Web.src"" field.
Uses the ""drop_dm_object_name"" macro to remove the ""Web"" data model name from the field names.
Converts the ""Earliest"" and ""Latest"" fields to a more readable date and time format using the ""convert"" command with the ""ctime"" function.
Sorts the results by the ""Earliest"" field in descending order.
Overall, this query is used to search for web activity related to a specific set of IP addresses and group the results by the source IP address.",Always,24h,"| tstats summariesonly=t earliest(_time) as Earliest latest(_time) as Latest 
  values(Web.user) as User values(Web.dest) as Destination 
  values(Web.site) as Site values(Web.action) as Action 
  values(Web.category) as Category values(Web.url) as URL 
  values(Web.http_content_type) as ""HTTP Content Type"" 
  values(Web.http_method) as ""HTTP Method"" 
  values(Web.http_referrer) as ""HTTP Referrer"" 
  values(Web.http_user_agent) as ""User Agent"" 
  from datamodel=Web 
  WHERE Web.dest IN (""95.179.242.6"", ""95.179.242.27"", ""199.247.25.102"", ""95.179.210.61"", ""95.179.156.97"") 
  by Web.src 
| `drop_dm_object_name(Web)` 
| convert ctime(Earliest) ctime(Latest) timeformat=""%d/%m/%Y %H%M%S"" 
| sort -Earliest"
Search for malicious domain ( 7 days),"This Splunk search query is designed to search for events in the ""prod_workday_live"" index that have URLs matching any of the specified values. Specifically, the query is searching for URLs that contain any of the following substrings: ""albanallahacrab.club"", ""dclogictrust.com"", ""masskwearing.cyou"", ""padishahmurrka.best"", or ""uragusexgre.club"".

The ""| table"" command is then used to display selected fields from the matching events, including the category, sourcetype, index, URL, user, cs_host, c_ip, time, date, and action fields. The ""category"" and ""sourcetype"" fields are generally metadata fields that describe the event, while the ""index"" field specifies the index in which the event is stored in Splunk.

The remaining fields provide information about the event itself, including the URL that triggered the event, the user who accessed the URL, the host that the event was generated from, the IP address of the client that made the request, the time and date of the event, and the action that was taken in response to the event.

Overall, this search query is useful for identifying suspicious activity or potential security breaches that involve URLs matching the specified values in the ""prod_workday_live"" index.",Always,24h,"index=prod_workday_live url IN(
    ""*albanallahacrab.club*"",
    ""*dclogictrust.com*"",
    ""*masskwearing.cyou*"",
    ""*padishahmurrka.best*"",
    ""*uragusexgre.club*""
)
| table category, sourcetype, index, url, user, cs_host, c_ip, time, date, action"
Search for malicious domains,"This Splunk search query searches for events or logs that are indexed in one of the listed indexes: ""prod_censornet"", ""prod_checkpoint"", ""prod_mimecast"", ""prod_rapid7"", ""prod_squid_proxy"", or ""test_windows_iis"".

In addition to this, the query includes a boolean OR condition that looks for events containing any of the specified strings: ""dimentos.com"", ""vaclicinni.xyz"", ""thulleultinn.club"", ""oxythuler.cyou"", ""dictorecovery.cyou"", or ""expertulthima.club"". The asterisks (*) indicate wildcards, meaning any text can appear before or after the specified string.

Therefore, the overall effect of the search query is to return all logs or events from the listed indexes that contain any of the specified strings. This could be used, for example, to identify potential security threats or malicious activity related to these domains.",Always,24h,"index IN (prod_censornet, prod_checkpoint, prod_mimecast, prod_rapid7, prod_squid_proxy, test_windows_iis) 
AND (""*dimentos.com*"" OR ""*vaclicinni.xyz*"" OR ""*thulleultinn.club*"" OR ""*oxythuler.cyou*"" OR ""*dictorecovery.cyou*"" OR ""*expertulthima.club*"")"
Search for malicious files,"This Splunk search query will look for events in the specified indexes and sourcetype where the value of the ""sourcetype"" field is ""CONTI_README.txt"". It will then display the results in a table format, showing the values of the specified fields for each event.

The ""IN"" operator is used to search multiple indexes, so the query is searching for events in the ""prod_aws"", ""prod_checkpoint"", ""prod_cisco_asa"", ""prod_f5"", ""prod_kong"", ""prod_mimecast"", ""prod_netscaler"", ""prod_o365"", ""prod_rapid7"", ""prod_servicenow"", ""prod_slack"", ""prod_squid_proxy"", ""prod_windows"", and ""test_windows_iis"" indexes.

The ""table"" command specifies which fields to display in the search results. In this case, the query is displaying the values of the ""category"", ""sourcetype"", ""index"", ""url"", ""user"", ""cs_host"", ""c_ip"", ""time"", ""date"", ""action"", ""dest"", ""dvc"", and ""site"" fields.",Always,24h,"index IN (prod_aws, prod_checkpoint, prod_cisco_asa, prod_f5, prod_kong, prod_mimecast, prod_netscaler, prod_o365, prod_rapid7, prod_servicenow, prod_slack, prod_squid_proxy, prod_windows, test_windows_iis) sourcetype=""CONTI_README.txt""
| table category, sourcetype, index, url, user, cs_host, c_ip, time, date, action, dest, dvc, site"
Search for malicious files 7 days,"This Splunk search query searches two indexes, ""prod_windows"" and ""prod_sophos_onprem"", for events that contain any of the following strings in their event data: ""locker_64.dll"", ""RecoveryManual.html"", or ""wininit64.dll"". The pipe character (|) is used to indicate that the output of the search for events containing those strings should be piped to a table command.

The table command specifies which fields should be displayed in the output table. The fields specified are ""category"", ""sourcetype"", ""index"", ""url"", ""user"", ""cs_host"", ""c_ip"", ""time"", ""date"", ""action"", ""dest"", ""dvc"", and ""site"". These fields are likely specific to the dataset being searched and may not be applicable to all datasets.

In summary, this search query is looking for events that contain certain strings and displaying specific fields from those events in a table. The purpose and context of this search query would depend on the specific use case and data being analyzed.",Always,24h,"index IN (prod_windows, prod_sophos_onprem) 
(""*locker_64.dll*"" OR 
""*RecoveryManual.html*"" OR 
""*wininit64.dll*"") 
| table category, sourcetype, index, url, user, cs_host, c_ip, time, date, action, dest, dvc, site"
Search for malicious hashes (30 days),"This Splunk search query will search for events in two different indexes, prod_windows and prod_sophos_onprem, with the sourcetype of WinEventLog.

The query also includes a filter for events containing either one of two hash values. The hash values are specified within double quotes, and separated by the OR operator. The hash values are likely related to some type of file or process that has been identified as a threat or suspicious, and the search is being used to identify any events related to these values.

In summary, the search query is looking for events in two different indexes with the sourcetype of WinEventLog, and containing one of two specific hash values.",Always,24h,"index=prod_windows sourcetype=WinEventLog 
OR 
index=prod_sophos_onprem sourcetype=WinEventLog 
(""0a671d9d7ca62274e5e210813d02d860846baf59188e2a07522cd3a1cc3f9cc0"" 
OR ""2c44444d207a78da7477ae1af195d4265134e895bebb476f7b2c003f1467a033"")"
